post_id,published_date,platform,topic,content_type,text,sentiment_score,sentiment_label,reach,likes,comments,shares,saves,engagement_rate
1301,2026-03-25,Instagram,ecommerce,text,customer feedback summary for ecommerce #ecommerce,0,Neutral,1023,48,10,5,16,7.72
1302,2026-01-04,LinkedIn,ecommerce,image,simple dashboard insights for ecommerce #ecommerce,1,Positive,924,96,10,4,8,12.77
1303,2026-07-15,LinkedIn,personal finance,image,simple dashboard insights for personal finance #personalfinance,1,Positive,944,67,14,5,13,10.49
1304,2026-06-10,LinkedIn,personal finance,short,clear financial education for personal finance #personalfinance,1,Positive,1528,135,16,37,23,13.81
1305,2026-09-15,TikTok,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,2799,165,56,62,21,10.86
1306,2026-04-27,X,personal finance,carousel,expensive campaign loss for personal finance #personalfinance,-2,Negative,585,19,12,10,5,7.86
1307,2026-02-13,Instagram,mobile money,image,product feature overview for mobile money #mobilemoney,0,Neutral,1681,52,6,18,5,4.82
1308,2026-07-26,LinkedIn,mobile money,text,product feature overview for mobile money #mobilemoney,0,Neutral,750,55,4,4,12,10.0
1309,2026-04-25,X,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,1231,56,28,24,14,9.91
1310,2026-07-26,Facebook,personal finance,short,slow support problem for personal finance #personalfinance,-2,Negative,882,50,12,20,13,10.77
1311,2026-06-13,LinkedIn,small business,text,product feature overview for small business #smallbusiness,0,Neutral,925,23,8,12,9,5.62
1312,2026-02-13,Instagram,marketing,video,simple dashboard insights for marketing #marketing,1,Positive,2309,236,9,10,25,12.13
1313,2026-02-11,LinkedIn,data analytics,short,simple dashboard insights for data analytics #dataanalytics,1,Positive,1450,117,27,37,13,13.38
1314,2026-04-06,TikTok,data analytics,short,clear financial education for data analytics #dataanalytics,1,Positive,2635,186,32,30,22,10.25
1315,2026-07-20,X,fintech,image,fast mobile money growth for fintech #fintech,2,Positive,388,17,2,1,1,5.41
1316,2026-05-30,LinkedIn,fintech,carousel,fast mobile money growth for fintech #fintech,2,Positive,1197,55,7,6,13,6.77
1317,2026-05-26,Instagram,marketing,carousel,weekly market note for marketing #marketing,0,Neutral,1682,46,19,22,12,5.89
1318,2026-03-16,TikTok,mobile money,video,new campaign update for mobile money #mobilemoney,0,Neutral,2317,112,12,59,25,8.98
1319,2026-03-01,X,marketing,carousel,new campaign update for marketing #marketing,0,Neutral,622,25,9,6,3,6.91
1320,2026-01-01,Instagram,marketing,carousel,smart data analytics for marketing #marketing,1,Positive,1700,75,34,22,8,8.18
1321,2026-05-24,Facebook,fintech,video,expensive campaign loss for fintech #fintech,-2,Negative,917,36,22,20,14,10.03
1322,2026-07-21,TikTok,small business,video,simple dashboard insights for small business #smallbusiness,1,Positive,2754,279,53,32,33,14.42
1323,2026-08-27,X,marketing,image,slow support problem for marketing #marketing,-2,Negative,591,24,6,11,3,7.45
1324,2026-01-05,TikTok,small business,video,risky payment delay for small business #smallbusiness,-1,Negative,1879,45,21,37,14,6.23
1325,2026-06-12,TikTok,ecommerce,video,weekly market note for ecommerce #ecommerce,0,Neutral,2365,101,30,13,34,7.53
1326,2026-04-07,Instagram,marketing,carousel,product feature overview for marketing #marketing,0,Neutral,1173,67,27,18,9,10.32
1327,2026-01-26,TikTok,personal finance,short,product feature overview for personal finance #personalfinance,0,Neutral,2326,157,34,47,38,11.87
1328,2026-06-11,Instagram,data analytics,video,confusing user journey for data analytics #dataanalytics,-1,Negative,1538,63,15,27,4,7.09
1329,2026-03-11,Instagram,ecommerce,text,customer feedback summary for ecommerce #ecommerce,0,Neutral,811,63,3,3,5,9.12
1330,2026-09-14,X,data analytics,video,weak engagement result for data analytics #dataanalytics,-1,Negative,773,35,14,11,10,9.06
1331,2026-08-22,Facebook,personal finance,image,weekly market note for personal finance #personalfinance,0,Neutral,484,25,11,5,7,9.92
1332,2026-08-16,TikTok,ecommerce,image,new campaign update for ecommerce #ecommerce,0,Neutral,1406,124,34,12,20,13.51
1333,2026-02-13,Instagram,personal finance,video,weak engagement result for personal finance #personalfinance,-1,Negative,2004,117,29,29,18,9.63
1334,2026-02-24,TikTok,small business,carousel,fast mobile money growth for small business #smallbusiness,2,Positive,2092,194,41,32,26,14.01
1335,2026-09-01,X,marketing,text,clear financial education for marketing #marketing,1,Positive,476,32,7,4,4,9.87
1336,2026-09-07,Facebook,marketing,text,confusing user journey for marketing #marketing,-1,Negative,368,8,8,4,3,6.25
1337,2026-05-30,X,data analytics,text,trusted customer service for data analytics #dataanalytics,1,Positive,419,41,4,6,7,13.84
1338,2026-08-18,Instagram,personal finance,video,simple dashboard insights for personal finance #personalfinance,1,Positive,2449,240,61,29,10,13.88
1339,2026-02-07,Facebook,data analytics,carousel,fast mobile money growth for data analytics #dataanalytics,2,Positive,917,75,10,14,5,11.34
1340,2026-02-21,TikTok,ecommerce,text,brand awareness post for ecommerce #ecommerce,0,Neutral,1317,114,24,16,11,12.53
1341,2026-04-24,Facebook,personal finance,image,brand awareness post for personal finance #personalfinance,0,Neutral,867,38,4,16,8,7.61
1342,2026-03-06,X,ecommerce,short,risky payment delay for ecommerce #ecommerce,-1,Negative,917,22,4,23,11,6.54
1343,2026-06-23,TikTok,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,2286,105,14,33,12,7.17
1344,2026-04-12,X,personal finance,video,weekly market note for personal finance #personalfinance,0,Neutral,1310,99,22,11,8,10.69
1345,2026-06-15,X,small business,image,slow support problem for small business #smallbusiness,-2,Negative,413,22,4,7,6,9.44
1346,2026-06-03,TikTok,data analytics,carousel,fast mobile money growth for data analytics #dataanalytics,2,Positive,2332,162,54,10,23,10.68
1347,2026-09-10,Instagram,fintech,video,brand awareness post for fintech #fintech,0,Neutral,1717,61,27,35,8,7.63
1348,2026-04-19,X,personal finance,image,weekly market note for personal finance #personalfinance,0,Neutral,707,22,5,13,2,5.94
1349,2026-03-16,TikTok,mobile money,image,simple dashboard insights for mobile money #mobilemoney,1,Positive,1934,172,19,9,4,10.55
1350,2026-05-17,TikTok,personal finance,carousel,new campaign update for personal finance #personalfinance,0,Neutral,1923,96,27,37,4,8.53
1351,2026-08-02,Instagram,personal finance,image,product feature overview for personal finance #personalfinance,0,Neutral,1267,108,17,13,17,12.23
1352,2026-02-23,LinkedIn,small business,text,new campaign update for small business #smallbusiness,0,Neutral,792,32,9,11,11,7.95
1353,2026-05-14,LinkedIn,data analytics,carousel,new campaign update for data analytics #dataanalytics,0,Neutral,1209,41,14,25,21,8.35
1354,2026-06-09,X,data analytics,carousel,risky payment delay for data analytics #dataanalytics,-1,Negative,323,17,6,1,4,8.67
1355,2026-03-31,Facebook,fintech,carousel,fast mobile money growth for fintech #fintech,2,Positive,1077,89,26,12,9,12.63
1356,2026-03-16,TikTok,data analytics,image,fast mobile money growth for data analytics #dataanalytics,2,Positive,1765,126,16,14,31,10.59
1357,2026-02-04,X,ecommerce,image,smart data analytics for ecommerce #ecommerce,1,Positive,880,31,10,13,10,7.27
1358,2026-05-13,Instagram,marketing,text,brand awareness post for marketing #marketing,0,Neutral,987,37,15,2,7,6.18
1359,2026-06-23,TikTok,mobile money,image,simple dashboard insights for mobile money #mobilemoney,1,Positive,1800,106,15,31,28,10.0
1360,2026-02-25,LinkedIn,personal finance,short,risky payment delay for personal finance #personalfinance,-1,Negative,830,31,20,12,8,8.55
1361,2026-02-23,TikTok,marketing,short,smart data analytics for marketing #marketing,1,Positive,2428,154,21,38,10,9.18
1362,2026-06-26,Instagram,data analytics,video,slow support problem for data analytics #dataanalytics,-2,Negative,1594,98,16,9,9,8.28
1363,2026-07-02,LinkedIn,marketing,video,simple dashboard insights for marketing #marketing,1,Positive,1595,145,6,7,27,11.6
1364,2026-03-01,TikTok,data analytics,short,fast mobile money growth for data analytics #dataanalytics,2,Positive,2362,151,44,55,23,11.56
1365,2026-06-09,Facebook,ecommerce,video,risky payment delay for ecommerce #ecommerce,-1,Negative,1225,76,20,11,21,10.45
1366,2026-08-29,Instagram,marketing,short,customer feedback summary for marketing #marketing,0,Neutral,1716,113,12,7,24,9.09
1367,2026-09-10,LinkedIn,fintech,short,brand awareness post for fintech #fintech,0,Neutral,853,32,19,13,11,8.79
1368,2026-01-24,TikTok,personal finance,image,risky payment delay for personal finance #personalfinance,-1,Negative,1502,104,27,25,26,12.12
1369,2026-08-27,X,ecommerce,video,simple dashboard insights for ecommerce #ecommerce,1,Positive,1253,125,14,35,12,14.84
1370,2026-04-25,X,ecommerce,carousel,confusing user journey for ecommerce #ecommerce,-1,Negative,739,16,17,6,12,6.9
1371,2026-09-03,TikTok,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,3264,207,76,76,52,12.59
1372,2026-03-06,LinkedIn,small business,image,simple dashboard insights for small business #smallbusiness,1,Positive,1177,78,27,13,4,10.37
1373,2026-01-14,X,fintech,text,smart data analytics for fintech #fintech,1,Positive,862,69,10,10,14,11.95
1374,2026-06-11,LinkedIn,data analytics,image,product feature overview for data analytics #dataanalytics,0,Neutral,886,44,13,11,3,8.01
1375,2026-01-19,LinkedIn,fintech,carousel,simple dashboard insights for fintech #fintech,1,Positive,1106,84,22,11,18,12.21
1376,2026-09-06,LinkedIn,mobile money,text,weekly market note for mobile money #mobilemoney,0,Neutral,860,53,19,3,10,9.88
1377,2026-08-19,Facebook,ecommerce,text,weak engagement result for ecommerce #ecommerce,-1,Negative,418,29,4,2,3,9.09
1378,2026-01-22,Facebook,fintech,video,brand awareness post for fintech #fintech,0,Neutral,1278,53,19,25,18,9.0
1379,2026-09-17,LinkedIn,small business,carousel,simple dashboard insights for small business #smallbusiness,1,Positive,1457,106,7,14,12,9.54
1380,2026-06-22,Instagram,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,1818,81,23,9,10,6.77
1381,2026-02-07,X,personal finance,carousel,new campaign update for personal finance #personalfinance,0,Neutral,937,32,8,16,15,7.58
1382,2026-07-17,TikTok,marketing,text,product feature overview for marketing #marketing,0,Neutral,1239,68,28,15,20,10.57
1383,2026-09-13,Instagram,fintech,video,smart data analytics for fintech #fintech,1,Positive,2478,101,61,37,44,9.81
1384,2026-08-29,LinkedIn,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,1316,79,29,17,22,11.17
1385,2026-01-01,X,personal finance,text,trusted customer service for personal finance #personalfinance,1,Positive,581,27,9,6,9,8.78
1386,2026-07-24,X,fintech,image,confusing user journey for fintech #fintech,-1,Negative,835,49,20,11,14,11.26
1387,2026-07-03,TikTok,fintech,short,fast mobile money growth for fintech #fintech,2,Positive,2668,179,30,32,23,9.9
1388,2026-05-31,Instagram,data analytics,video,weak engagement result for data analytics #dataanalytics,-1,Negative,1806,121,21,15,11,9.3
1389,2026-04-17,LinkedIn,personal finance,carousel,product feature overview for personal finance #personalfinance,0,Neutral,1006,40,22,4,5,7.06
1390,2026-04-14,X,data analytics,video,clear financial education for data analytics #dataanalytics,1,Positive,1151,80,25,13,11,11.21
1391,2026-07-08,LinkedIn,fintech,carousel,weak engagement result for fintech #fintech,-1,Negative,943,27,11,18,13,7.32
1392,2026-01-11,X,ecommerce,video,new campaign update for ecommerce #ecommerce,0,Neutral,874,60,14,21,5,11.44
1393,2026-09-18,Instagram,marketing,short,fast mobile money growth for marketing #marketing,2,Positive,1809,118,21,41,23,11.22
1394,2026-02-19,Instagram,fintech,short,simple dashboard insights for fintech #fintech,1,Positive,1885,187,26,14,30,13.63
1395,2026-01-29,Facebook,ecommerce,video,trusted customer service for ecommerce #ecommerce,1,Positive,1541,53,22,35,9,7.72
1396,2026-08-26,Facebook,fintech,video,customer feedback summary for fintech #fintech,0,Neutral,1355,92,6,20,8,9.3
1397,2026-04-22,TikTok,small business,video,confusing user journey for small business #smallbusiness,-1,Negative,1852,57,41,9,13,6.48
1398,2026-02-21,Instagram,small business,text,simple dashboard insights for small business #smallbusiness,1,Positive,1368,143,8,6,5,11.84
1399,2026-02-04,Facebook,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,1156,94,28,7,3,11.42
1400,2026-01-06,X,ecommerce,text,risky payment delay for ecommerce #ecommerce,-1,Negative,362,25,2,3,3,9.12
1401,2026-04-27,Facebook,marketing,video,weak engagement result for marketing #marketing,-1,Negative,922,65,6,5,4,8.68
1402,2026-08-04,Instagram,marketing,video,slow support problem for marketing #marketing,-2,Negative,1712,62,26,49,26,9.52
1403,2026-06-03,Instagram,data analytics,carousel,brand awareness post for data analytics #dataanalytics,0,Neutral,1397,102,21,9,3,9.66
1404,2026-04-19,X,ecommerce,text,fast mobile money growth for ecommerce #ecommerce,2,Positive,715,50,14,10,9,11.61
1405,2026-08-21,TikTok,ecommerce,video,brand awareness post for ecommerce #ecommerce,0,Neutral,2073,174,37,30,22,12.69
1406,2026-02-25,TikTok,mobile money,carousel,fast mobile money growth for mobile money #mobilemoney,2,Positive,1915,129,12,36,24,10.5
1407,2026-07-27,Facebook,ecommerce,image,smart data analytics for ecommerce #ecommerce,1,Positive,785,65,5,11,8,11.34
1408,2026-04-05,TikTok,ecommerce,short,customer feedback summary for ecommerce #ecommerce,0,Neutral,2061,121,42,11,26,9.7
1409,2026-03-18,LinkedIn,data analytics,short,trusted customer service for data analytics #dataanalytics,1,Positive,1335,49,11,31,11,7.64
1410,2026-02-15,X,ecommerce,video,clear financial education for ecommerce #ecommerce,1,Positive,1179,103,26,21,9,13.49
1411,2026-09-09,Instagram,mobile money,carousel,slow support problem for mobile money #mobilemoney,-2,Negative,1357,58,13,32,4,7.89
1412,2026-03-11,Instagram,fintech,text,new campaign update for fintech #fintech,0,Neutral,888,22,16,3,9,5.63
1413,2026-05-14,TikTok,mobile money,carousel,slow support problem for mobile money #mobilemoney,-2,Negative,1389,55,17,32,11,8.28
1414,2026-02-24,Facebook,small business,image,expensive campaign loss for small business #smallbusiness,-2,Negative,933,40,8,5,12,6.97
1415,2026-08-21,TikTok,data analytics,video,trusted customer service for data analytics #dataanalytics,1,Positive,2807,168,68,80,15,11.79
1416,2026-02-26,X,ecommerce,video,fast mobile money growth for ecommerce #ecommerce,2,Positive,1326,80,25,15,11,9.88
1417,2026-09-02,TikTok,personal finance,short,customer feedback summary for personal finance #personalfinance,0,Neutral,2280,180,53,34,7,12.02
1418,2026-07-11,Instagram,fintech,text,simple dashboard insights for fintech #fintech,1,Positive,1134,79,21,15,10,11.02
1419,2026-03-15,LinkedIn,small business,carousel,product feature overview for small business #smallbusiness,0,Neutral,1113,96,25,15,7,12.85
1420,2026-08-01,Instagram,fintech,carousel,risky payment delay for fintech #fintech,-1,Negative,1439,102,19,19,15,10.77
1421,2026-03-18,Facebook,small business,carousel,fast mobile money growth for small business #smallbusiness,2,Positive,922,43,22,7,10,8.89
1422,2026-06-27,Instagram,data analytics,text,fast mobile money growth for data analytics #dataanalytics,2,Positive,1243,115,17,5,18,12.47
1423,2026-04-17,LinkedIn,personal finance,text,simple dashboard insights for personal finance #personalfinance,1,Positive,936,95,6,5,8,12.18
1424,2026-02-15,TikTok,mobile money,image,simple dashboard insights for mobile money #mobilemoney,1,Positive,2198,105,34,26,32,8.96
1425,2026-05-18,LinkedIn,marketing,image,clear financial education for marketing #marketing,1,Positive,1366,145,31,17,5,14.49
1426,2026-05-14,Instagram,marketing,short,smart data analytics for marketing #marketing,1,Positive,2301,118,53,9,37,9.43
1427,2026-07-25,TikTok,mobile money,image,clear financial education for mobile money #mobilemoney,1,Positive,1418,58,21,6,22,7.55
1428,2026-07-25,X,marketing,image,weak engagement result for marketing #marketing,-1,Negative,517,26,7,2,2,7.16
1429,2026-07-21,TikTok,small business,video,trusted customer service for small business #smallbusiness,1,Positive,3016,172,61,59,32,10.74
1430,2026-04-30,LinkedIn,personal finance,image,simple dashboard insights for personal finance #personalfinance,1,Positive,1086,86,6,7,4,9.48
1431,2026-08-15,TikTok,small business,text,brand awareness post for small business #smallbusiness,0,Neutral,1228,46,28,8,13,7.74
1432,2026-05-08,TikTok,mobile money,short,customer feedback summary for mobile money #mobilemoney,0,Neutral,2375,66,40,14,20,5.89
1433,2026-03-30,LinkedIn,marketing,image,customer feedback summary for marketing #marketing,0,Neutral,873,68,6,12,15,11.57
1434,2026-06-02,X,data analytics,text,smart data analytics for data analytics #dataanalytics,1,Positive,678,26,13,2,2,6.34
1435,2026-04-06,Instagram,marketing,image,expensive campaign loss for marketing #marketing,-2,Negative,1068,33,22,17,18,8.43
1436,2026-01-20,Facebook,mobile money,image,weak engagement result for mobile money #mobilemoney,-1,Negative,793,45,13,2,14,9.33
1437,2026-04-22,Facebook,personal finance,short,simple dashboard insights for personal finance #personalfinance,1,Positive,1111,64,15,29,12,10.8
1438,2026-06-12,Instagram,mobile money,video,fast mobile money growth for mobile money #mobilemoney,2,Positive,2300,212,32,68,29,14.83
1439,2026-05-30,Instagram,marketing,text,slow support problem for marketing #marketing,-2,Negative,595,40,14,7,9,11.76
1440,2026-01-07,X,data analytics,text,customer feedback summary for data analytics #dataanalytics,0,Neutral,282,8,1,1,4,4.96
1441,2026-07-01,X,data analytics,video,product feature overview for data analytics #dataanalytics,0,Neutral,1131,77,27,21,6,11.58
1442,2026-05-01,Facebook,fintech,carousel,simple dashboard insights for fintech #fintech,1,Positive,1299,57,15,24,9,8.08
1443,2026-08-09,TikTok,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,2288,208,13,30,11,11.45
1444,2026-09-16,Facebook,personal finance,image,customer feedback summary for personal finance #personalfinance,0,Neutral,638,37,3,3,3,7.21
1445,2026-09-09,Instagram,mobile money,image,weak engagement result for mobile money #mobilemoney,-1,Negative,1167,41,18,12,8,6.77
1446,2026-02-04,Facebook,data analytics,text,expensive campaign loss for data analytics #dataanalytics,-2,Negative,471,14,10,2,2,5.94
1447,2026-07-29,LinkedIn,fintech,image,slow support problem for fintech #fintech,-2,Negative,913,57,15,7,7,9.42
1448,2026-05-15,X,ecommerce,short,new campaign update for ecommerce #ecommerce,0,Neutral,1100,32,11,15,14,6.55
1449,2026-08-17,Facebook,small business,video,slow support problem for small business #smallbusiness,-2,Negative,818,46,5,21,11,10.15
1450,2026-05-25,TikTok,small business,text,customer feedback summary for small business #smallbusiness,0,Neutral,1177,75,13,16,17,10.28
1451,2026-06-06,Instagram,marketing,text,customer feedback summary for marketing #marketing,0,Neutral,928,37,10,3,15,7.0
1452,2026-04-05,Instagram,personal finance,text,expensive campaign loss for personal finance #personalfinance,-2,Negative,1153,68,21,12,18,10.32
1453,2026-01-05,LinkedIn,ecommerce,text,risky payment delay for ecommerce #ecommerce,-1,Negative,706,14,6,2,7,4.11
1454,2026-06-18,Instagram,ecommerce,video,smart data analytics for ecommerce #ecommerce,1,Positive,2261,139,19,16,8,8.05
1455,2026-05-20,TikTok,small business,text,product feature overview for small business #smallbusiness,0,Neutral,865,37,13,8,9,7.75
1456,2026-02-05,Facebook,mobile money,image,confusing user journey for mobile money #mobilemoney,-1,Negative,641,26,10,10,7,8.27
1457,2026-06-20,Instagram,personal finance,carousel,simple dashboard insights for personal finance #personalfinance,1,Positive,1855,123,16,14,28,9.76
1458,2026-09-14,X,marketing,carousel,slow support problem for marketing #marketing,-2,Negative,974,57,10,23,11,10.37
1459,2026-04-26,Facebook,fintech,carousel,expensive campaign loss for fintech #fintech,-2,Negative,1091,51,6,6,10,6.69
1460,2026-08-05,TikTok,small business,video,expensive campaign loss for small business #smallbusiness,-2,Negative,2030,48,44,14,5,5.47
1461,2026-09-16,LinkedIn,mobile money,carousel,clear financial education for mobile money #mobilemoney,1,Positive,1265,71,27,26,7,10.36
1462,2026-06-27,X,mobile money,text,slow support problem for mobile money #mobilemoney,-2,Negative,621,42,3,3,9,9.18
1463,2026-05-10,LinkedIn,data analytics,video,trusted customer service for data analytics #dataanalytics,1,Positive,1581,99,32,21,15,10.56
1464,2026-04-19,LinkedIn,data analytics,carousel,product feature overview for data analytics #dataanalytics,0,Neutral,1101,61,17,12,5,8.63
1465,2026-01-11,X,ecommerce,carousel,brand awareness post for ecommerce #ecommerce,0,Neutral,738,47,18,14,7,11.65
1466,2026-04-17,LinkedIn,data analytics,image,slow support problem for data analytics #dataanalytics,-2,Negative,715,27,3,2,2,4.76
1467,2026-01-08,TikTok,data analytics,video,brand awareness post for data analytics #dataanalytics,0,Neutral,2629,70,21,78,38,7.87
1468,2026-06-08,TikTok,marketing,image,expensive campaign loss for marketing #marketing,-2,Negative,1628,62,13,16,18,6.7
1469,2026-09-07,TikTok,small business,text,weak engagement result for small business #smallbusiness,-1,Negative,1145,78,22,13,2,10.04
1470,2026-05-17,Instagram,personal finance,text,slow support problem for personal finance #personalfinance,-2,Negative,843,23,19,8,6,6.64
1471,2026-06-06,LinkedIn,small business,text,slow support problem for small business #smallbusiness,-2,Negative,642,15,4,9,10,5.92
1472,2026-01-19,TikTok,personal finance,text,trusted customer service for personal finance #personalfinance,1,Positive,1510,73,30,9,19,8.68
1473,2026-09-12,Facebook,mobile money,short,slow support problem for mobile money #mobilemoney,-2,Negative,856,29,11,5,2,5.49
1474,2026-03-07,X,mobile money,image,clear financial education for mobile money #mobilemoney,1,Positive,749,64,7,12,12,12.68
1475,2026-05-22,TikTok,mobile money,short,fast mobile money growth for mobile money #mobilemoney,2,Positive,2739,290,44,67,8,14.93
1476,2026-09-09,X,mobile money,video,trusted customer service for mobile money #mobilemoney,1,Positive,1142,46,19,13,9,7.62
1477,2026-09-18,LinkedIn,personal finance,short,brand awareness post for personal finance #personalfinance,0,Neutral,1389,93,14,10,3,8.64
1478,2026-04-03,X,mobile money,carousel,weekly market note for mobile money #mobilemoney,0,Neutral,900,44,11,13,6,8.22
1479,2026-08-28,X,ecommerce,image,customer feedback summary for ecommerce #ecommerce,0,Neutral,768,26,14,14,8,8.07
1480,2026-04-08,Instagram,marketing,carousel,weekly market note for marketing #marketing,0,Neutral,1391,76,21,22,23,10.21
1481,2026-06-19,LinkedIn,fintech,video,smart data analytics for fintech #fintech,1,Positive,1275,119,11,8,16,12.08
1482,2026-04-15,TikTok,personal finance,text,simple dashboard insights for personal finance #personalfinance,1,Positive,1513,51,37,12,26,8.33
1483,2026-06-23,X,small business,video,clear financial education for small business #smallbusiness,1,Positive,895,29,19,22,9,8.83
1484,2026-07-02,Facebook,ecommerce,video,fast mobile money growth for ecommerce #ecommerce,2,Positive,1789,85,13,20,10,7.15
1485,2026-07-10,TikTok,small business,image,confusing user journey for small business #smallbusiness,-1,Negative,1509,105,24,14,20,10.8
1486,2026-05-29,TikTok,ecommerce,short,risky payment delay for ecommerce #ecommerce,-1,Negative,1466,38,34,23,4,6.75
1487,2026-05-28,Instagram,small business,image,slow support problem for small business #smallbusiness,-2,Negative,1170,58,23,19,9,9.32
1488,2026-08-27,TikTok,fintech,short,trusted customer service for fintech #fintech,1,Positive,2566,268,21,28,28,13.45
1489,2026-04-12,LinkedIn,fintech,image,confusing user journey for fintech #fintech,-1,Negative,1053,24,15,13,17,6.55
1490,2026-02-06,LinkedIn,small business,image,fast mobile money growth for small business #smallbusiness,2,Positive,1054,46,4,8,5,5.98
1491,2026-08-16,X,mobile money,short,fast mobile money growth for mobile money #mobilemoney,2,Positive,1196,60,15,24,5,8.7
1492,2026-04-20,Facebook,small business,video,slow support problem for small business #smallbusiness,-2,Negative,707,36,16,8,11,10.04
1493,2026-05-22,LinkedIn,small business,video,new campaign update for small business #smallbusiness,0,Neutral,1612,117,24,40,5,11.54
1494,2026-07-26,Instagram,fintech,image,trusted customer service for fintech #fintech,1,Positive,1548,89,28,18,13,9.56
1495,2026-06-17,LinkedIn,personal finance,carousel,trusted customer service for personal finance #personalfinance,1,Positive,1034,50,8,8,7,7.06
1496,2026-07-13,X,marketing,image,trusted customer service for marketing #marketing,1,Positive,859,74,18,4,3,11.53
1497,2026-02-07,TikTok,small business,image,slow support problem for small business #smallbusiness,-2,Negative,1284,69,8,20,20,9.11
1498,2026-06-25,TikTok,ecommerce,short,simple dashboard insights for ecommerce #ecommerce,1,Positive,2513,208,34,36,7,11.34
1499,2026-04-03,X,mobile money,carousel,risky payment delay for mobile money #mobilemoney,-1,Negative,402,12,9,2,6,7.21
1500,2026-05-03,Facebook,marketing,text,customer feedback summary for marketing #marketing,0,Neutral,748,52,17,5,3,10.29
1501,2026-05-10,X,ecommerce,text,weekly market note for ecommerce #ecommerce,0,Neutral,604,46,5,8,1,9.93
1502,2026-06-14,LinkedIn,marketing,video,risky payment delay for marketing #marketing,-1,Negative,1043,39,14,11,8,6.9
1503,2026-01-16,Facebook,personal finance,carousel,trusted customer service for personal finance #personalfinance,1,Positive,1214,108,18,26,14,13.67
1504,2026-01-15,Instagram,personal finance,text,simple dashboard insights for personal finance #personalfinance,1,Positive,957,63,8,13,11,9.93
1505,2026-02-25,Facebook,ecommerce,image,brand awareness post for ecommerce #ecommerce,0,Neutral,953,30,22,6,10,7.14
1506,2026-01-11,TikTok,fintech,video,clear financial education for fintech #fintech,1,Positive,3255,152,40,16,40,7.62
1507,2026-07-20,X,fintech,text,simple dashboard insights for fintech #fintech,1,Positive,378,25,4,5,1,9.26
1508,2026-05-24,TikTok,marketing,carousel,new campaign update for marketing #marketing,0,Neutral,1693,123,17,7,15,9.57
1509,2026-04-14,Facebook,fintech,short,brand awareness post for fintech #fintech,0,Neutral,1315,78,24,9,3,8.67
1510,2026-07-04,TikTok,small business,image,clear financial education for small business #smallbusiness,1,Positive,1781,162,31,23,25,13.53
1511,2026-06-09,X,mobile money,video,weak engagement result for mobile money #mobilemoney,-1,Negative,831,18,17,11,11,6.86
1512,2026-07-20,X,personal finance,video,clear financial education for personal finance #personalfinance,1,Positive,1507,115,20,23,10,11.15
1513,2026-04-13,X,marketing,text,smart data analytics for marketing #marketing,1,Positive,611,24,4,7,2,6.06
1514,2026-08-25,TikTok,small business,text,smart data analytics for small business #smallbusiness,1,Positive,1604,104,27,17,14,10.1
1515,2026-06-13,TikTok,fintech,text,smart data analytics for fintech #fintech,1,Positive,1263,43,8,4,10,5.15
1516,2026-06-25,Facebook,data analytics,text,smart data analytics for data analytics #dataanalytics,1,Positive,328,14,6,3,5,8.54
1517,2026-03-14,X,small business,carousel,product feature overview for small business #smallbusiness,0,Neutral,849,44,17,19,4,9.89
1518,2026-05-31,Instagram,small business,carousel,confusing user journey for small business #smallbusiness,-1,Negative,1347,98,26,22,24,12.62
1519,2026-04-09,X,marketing,text,clear financial education for marketing #marketing,1,Positive,665,35,11,1,2,7.37
1520,2026-07-23,LinkedIn,small business,video,weak engagement result for small business #smallbusiness,-1,Negative,1296,67,21,13,14,8.87
1521,2026-05-20,X,fintech,short,simple dashboard insights for fintech #fintech,1,Positive,1148,113,10,20,7,13.07
1522,2026-04-19,Facebook,marketing,carousel,simple dashboard insights for marketing #marketing,1,Positive,1176,66,13,12,13,8.84
1523,2026-03-28,X,personal finance,short,brand awareness post for personal finance #personalfinance,0,Neutral,1173,96,28,23,15,13.81
1524,2026-08-18,Instagram,personal finance,video,expensive campaign loss for personal finance #personalfinance,-2,Negative,1595,36,38,12,20,6.65
1525,2026-02-11,Facebook,marketing,text,weak engagement result for marketing #marketing,-1,Negative,414,8,4,2,5,4.59
1526,2026-01-08,LinkedIn,marketing,text,weekly market note for marketing #marketing,0,Neutral,411,19,3,5,7,8.27
1527,2026-05-22,LinkedIn,fintech,video,brand awareness post for fintech #fintech,0,Neutral,1313,83,22,23,14,10.81
1528,2026-08-13,Facebook,fintech,carousel,slow support problem for fintech #fintech,-2,Negative,862,54,7,7,2,8.12
1529,2026-05-02,X,personal finance,short,brand awareness post for personal finance #personalfinance,0,Neutral,937,45,5,18,15,8.86
1530,2026-03-08,TikTok,ecommerce,carousel,smart data analytics for ecommerce #ecommerce,1,Positive,2357,212,50,13,8,12.01
